"name","Vac","Pac0","Pdc0","Vdc0","Ps0","C0","C1","C2","C3","Pnt","Vdcmax","Idcmax","MPPTLow","MPPTHi","LibraryType","LibraryName",
"SunPower Corp (Original Mfg - PV Powered): SPR-2500 240V [CEC 2006]",240,2500,2630.0909,219.2317,41.3618,-1.265e-05,6.6747e-05,0.0017417,0.00061375,3.9,500,20,140,450,"SandiaInverter","Sandia Inverters",

